Mi_C00001;H2O;1;0;H2O
Mi_C00002;ATP;1;0;C10H16N5O13P3
Mi_C00003;NAD+;1;1;C21H28N7O14P2
Mi_C00004;NADH;1;0;C21H29N7O14P2
Mi_C00005;NADPH;1;0;C21H30N7O17P3
Mi_C00006;NADP+;1;1;C21H29N7O17P3
Mi_C00008;ADP;1;0;C10H15N5O10P2
Mi_C00009;Orthophosphate;1;0;H3PO4
Mi_C00010;CoA;1;0;C21H36N7O16P3S
Mi_C00011;CO2;1;0;CO2
Mi_C00013;Diphosphate;1;0;H4P2O7
Mi_C00014;Ammonia;1;0;NH3
Mi_C00015;UDP;1;0;C9H14N2O12P2
Mi_C00016;FAD;1;0;C27H33N9O15P2
Mi_C00018;Pyridoxal phosphate;1;0;C8H10NO6P
Mi_C00019;S-Adenosyl-L-methionine;1;0;C15H22N6O5S
Mi_C00020;AMP;1;0;C10H14N5O7P
Mi_C00021;S-Adenosyl-L-homocysteine;1;0;C14H20N6O5S
Mi_C00022;Pyruvate;1;0;C3H4O3
Mi_C00024;Acetyl-CoA;1;0;C23H38N7O17P3S
Mi_C00025;L-Glutamate;1;0;C5H9NO4
Mi_C00026;2-Oxoglutarate;1;0;C5H6O5
Mi_C00028;Acceptor;1;0;
Mi_C00030;Reduced acceptor;1;0;
Mi_C00033;Acetate;1;0;C2H4O2
Mi_C00035;GDP;1;0;C10H15N5O11P2
Mi_C00036;Oxaloacetate;1;0;C4H4O5
Mi_C00037;Glycine;1;0;C2H5NO2
Mi_C00041;L-Alanine;1;0;C3H7NO2
Mi_C00042;Succinate;1;0;C4H6O4
Mi_C00044;GTP;1;0;C10H16N5O14P3
Mi_C00047;L-Lysine;1;0;C6H14N2O2
Mi_C00048;Glyoxylate;1;0;C2H2O3
Mi_C00049;L-Aspartate;1;0;C4H7NO4
Mi_C00055;CMP;1;0;C9H14N3O8P
Mi_C00058;Formate;1;0;CH2O2
Mi_C00061;FMN;1;0;C17H21N4O9P
Mi_C00062;L-Arginine;1;0;C6H14N4O2
Mi_C00063;CTP;1;0;C9H16N3O14P3
Mi_C00064;L-Glutamine;1;0;C5H10N2O3
Mi_C00065;L-Serine;1;0;C3H7NO3
Mi_C00067;Formaldehyde;1;0;CH2O
Mi_C00068;Thiamin diphosphate;1;0;C12H19N4O7P2S
Mi_C00073;L-Methionine;1;0;C5H11NO2S
Mi_C00074;Phosphoenolpyruvate;1;0;C3H5O6P
Mi_C00075;UTP;1;0;C9H15N2O15P3
Mi_C00077;L-Ornithine;1;0;C5H12N2O2
Mi_C00078;L-Tryptophan;1;0;C11H12N2O2
Mi_C00079;L-Phenylalanine;1;0;C9H11NO2
Mi_C00080;H+;1;1;H
Mi_C00081;ITP;1;0;C10H15N4O14P3
Mi_C00082;L-Tyrosine;1;0;C9H11NO3
Mi_C00083;Malonyl-CoA;1;0;C24H38N7O19P3S
Mi_C00084;Acetaldehyde;1;0;C2H4O
Mi_C00086;Urea;1;0;CH4N2O
Mi_C00091;Succinyl-CoA;1;0;C25H40N7O19P3S
Mi_C00094;Sulfite;1;0;H2SO3
Mi_C00097;L-Cysteine;1;0;C3H7NO2S
Mi_C00099;beta-Alanine;1;0;C3H7NO2
Mi_C00101;Tetrahydrofolate;1;0;C19H23N7O6
Mi_C00103;D-Glucose 1-phosphate;1;0;C6H13O9P
Mi_C00104;IDP;1;0;C10H14N4O11P2
Mi_C00105;UMP;1;0;C9H13N2O9P
Mi_C00108;Anthranilate;1;0;C7H7NO2
Mi_C00109;2-Oxobutanoate;1;0;C4H6O3
Mi_C00111;Glycerone phosphate;1;0;C3H7O6P
Mi_C00117;D-Ribose 5-phosphate;1;0;C5H11O8P
Mi_C00118;D-Glyceraldehyde 3-phosphate;1;0;C3H7O6P
Mi_C00119;5-Phospho-alpha-D-ribose 1-diphosphate;1;0;C5H13O14P3
Mi_C00120;Biotin;1;0;C10H16N2O3S
Mi_C00122;Fumarate;1;0;C4H4O4
Mi_C00123;L-Leucine;1;0;C6H13NO2
Mi_C00130;IMP;1;0;C10H13N4O8P
Mi_C00131;dATP;1;0;C10H16N5O12P3
Mi_C00132;Methanol;1;0;CH4O
Mi_C00135;L-Histidine;1;0;C6H9N3O2
Mi_C00138;Reduced ferredoxin;1;0;
Mi_C00139;Oxidized ferredoxin;1;0;
Mi_C00141;3-Methyl-2-oxobutanoic acid;1;0;C5H8O3
Mi_C00143;5,10-Methylenetetrahydrofolate;1;0;C20H23N7O6
Mi_C00144;GMP;1;0;C10H14N5O8P
Mi_C00147;Adenine;1;0;C5H5N5
Mi_C00148;L-Proline;1;0;C5H9NO2
Mi_C00149;(S)-Malate;1;0;C4H6O5
Mi_C00152;L-Asparagine;1;0;C4H8N2O3
Mi_C00153;Nicotinamide;1;0;C6H6N2O
Mi_C00155;L-Homocysteine;1;0;C4H9NO2S
Mi_C00156;4-Hydroxybenzoate;1;0;C7H6O3
Mi_C00158;Citrate;1;0;C6H8O7
Mi_C00166;Phenylpyruvate;1;0;C9H8O3
Mi_C00169;Carbamoyl phosphate;1;0;CH4NO5P
Mi_C00175;Cobalt ion;1;0;Co
Mi_C00183;L-Valine;1;0;C5H11NO2
Mi_C00188;L-Threonine;1;0;C4H9NO3
Mi_C00194;Cobamide coenzyme;1;0;C72H100CoN18O17P
Mi_C00197;3-Phospho-D-glycerate;1;0;C3H7O7P
Mi_C00199;D-Ribulose 5-phosphate;1;0;C5H11O8P
Mi_C00201;Nucleoside triphosphate;1;0;C5H12O13P3R
Mi_C00221;beta-D-Glucose;1;0;C6H12O6
Mi_C00229;Acyl-carrier protein;1;0;HSR
Mi_C00231;D-Xylulose 5-phosphate;1;0;C5H11O8P
Mi_C00233;4-Methyl-2-oxopentanoate;1;0;C6H10O3
Mi_C00234;10-Formyltetrahydrofolate;1;0;C20H23N7O7
Mi_C00236;3-Phospho-D-glyceroyl phosphate;1;0;C3H8O10P2
Mi_C00237;CO;1;0;CO
Mi_C00251;Chorismate;1;0;C10H10O6
Mi_C00253;Nicotinate;1;0;C6H5NO2
Mi_C00254;Prephenate;1;0;C10H10O6
Mi_C00255;Riboflavin;1;0;C17H20N4O6
Mi_C00263;L-Homoserine;1;0;C4H9NO3
Mi_C00266;Glycolaldehyde;1;0;C2H4O2
Mi_C00267;alpha-D-Glucose;1;0;C6H12O6
Mi_C00279;D-Erythrose 4-phosphate;1;0;C4H9O7P
Mi_C00283;Hydrogen sulfide;1;0;H2S
Mi_C00286;dGTP;1;0;C10H16N5O13P3
Mi_C00288;HCO3-;1;0;HCO3
Mi_C00295;Orotate;1;0;C5H4N2O4
Mi_C00311;Isocitrate;1;0;C6H8O7
Mi_C00322;2-Oxoadipate;1;0;C6H8O5
Mi_C00327;L-Citrulline;1;0;C6H13N3O3
Mi_C00337;(S)-Dihydroorotate;1;0;C5H6N2O4
Mi_C00345;6-Phospho-D-gluconate;1;0;C6H13O10P
Mi_C00363;dTDP;1;0;C10H16N2O11P2
Mi_C00364;dTMP;1;0;C10H15N2O8P
Mi_C00365;dUMP;1;0;C9H13N2O8P
Mi_C00407;L-Isoleucine;1;0;C6H13NO2
Mi_C00415;Dihydrofolate;1;0;C19H21N7O6
Mi_C00417;cis-Aconitate;1;0;C6H6O6
Mi_C00430;5-Aminolevulinate;1;0;C5H9NO3
Mi_C00437;N-Acetylornithine;1;0;C7H14N2O3
Mi_C00438;N-Carbamoyl-L-aspartate;1;0;C5H8N2O5
Mi_C00440;5-Methyltetrahydrofolate;1;0;C20H25N7O6
Mi_C00441;L-Aspartate 4-semialdehyde;1;0;C4H7NO3
Mi_C00445;5,10-Methenyltetrahydrofolate;1;0;C20H22N7O6
Mi_C00449;N6-(L-1,3-Dicarboxypropyl)-L-lysine;1;0;C11H20N2O6
Mi_C00454;NDP;1;0;C5H11O10P2R
Mi_C00458;dCTP;1;0;C9H16N3O13P3
Mi_C00459;dTTP;1;0;C10H17N2O14P3
Mi_C00460;dUTP;1;0;C9H15N2O14P3
Mi_C00483;Tyramine;1;0;C8H11NO
Mi_C00493;Shikimate;1;0;C7H10O5
Mi_C00522;(R)-Pantoate;1;0;C6H12O4
Mi_C00536;Triphosphate;1;0;H5P3O10
Mi_C00566;(3S)-Citryl-CoA;1;0;C27H42N7O22P3S
Mi_C00568;4-Aminobenzoate;1;0;C7H7NO2
Mi_C00593;Sulfoacetaldehyde;1;0;C2H4O4S
Mi_C00624;N-Acetyl-L-glutamate;1;0;C7H11NO5
Mi_C00631;2-Phospho-D-glycerate;1;0;C3H7O7P
Mi_C00655;Xanthosine 5'-phosphate;1;0;C10H13N4O9P
Mi_C00666;LL-2,6-Diaminoheptanedioate;1;0;C7H14N2O4
Mi_C00668;alpha-D-Glucose 6-phosphate;1;0;C6H13O9P
Mi_C00671;(S)-3-Methyl-2-oxopentanoic acid;1;0;C6H10O3
Mi_C00680;meso-2,6-Diaminoheptanedioate;1;0;C7H14N2O4
Mi_C00826;L-Arogenate;1;0;C10H13NO5
Mi_C00857;Deamino-NAD+;1;0;C21H27N6O15P2
Mi_C00860;L-Histidinol;1;0;C6H11N3O
Mi_C00864;Pantothenate;1;0;C9H17NO5
Mi_C00876;Coenzyme F420;1;0;C29H36N5O18P
Mi_C00882;Dephospho-CoA;1;0;C21H35N7O13P2S
Mi_C00921;Dihydropteroate;1;0;C14H14N6O3
Mi_C00931;Porphobilinogen;1;0;C10H14N2O4
Mi_C00944;3-Dehydroquinate;1;0;C7H10O6
Mi_C00956;L-2-Aminoadipate;1;0;C6H11NO4
Mi_C00966;2-Dehydropantoate;1;0;C6H10O4
Mi_C00979;O-Acetyl-L-serine;1;0;C5H9NO4
Mi_C01005;O-Phospho-L-serine;1;0;C3H8NO6P
Mi_C01024;Hydroxymethylbilane;1;0;C40H46N4O17
Mi_C01037;7,8-Diaminononanoate;1;0;C9H20N2O2
Mi_C01051;Uroporphyrinogen III;1;0;C40H44N4O16
Mi_C01081;Thiamin monophosphate;1;0;C12H18N4O4PS
Mi_C01092;8-Amino-7-oxononanoate;1;0;C9H17NO3
Mi_C01100;L-Histidinol phosphate;1;0;C6H12N3O4P
Mi_C01102;O-Phospho-L-homoserine;1;0;C4H10NO6P
Mi_C01103;Orotidine 5'-phosphate;1;0;C10H13N2O11P
Mi_C01118;O-Succinyl-L-homoserine;1;0;C8H13NO6
Mi_C01134;Pantetheine 4'-phosphate;1;0;C11H23N2O7PS
Mi_C01165;L-Glutamate 5-semialdehyde;1;0;C5H9NO3
Mi_C01172;beta-D-Glucose 6-phosphate;1;0;C6H13O9P
Mi_C01179;3-(4-Hydroxyphenyl)pyruvate;1;0;C9H8O4
Mi_C01185;Nicotinate D-ribonucleotide;1;0;C11H15NO9P
Mi_C01209;Malonyl-[acyl-carrier protein];1;0;C3H3O3SR
Mi_C01217;5,6,7,8-Tetrahydromethanopterin;1;0;C30H45N6O16P
Mi_C01236;D-Glucono-1,5-lactone 6-phosphate;1;0;C6H11O9P
Mi_C01250;N-Acetyl-L-glutamate 5-semialdehyde;1;0;C7H11NO4
Mi_C01251;(R)-2-Hydroxybutane-1,2,4-tricarboxylate;1;0;C7H10O7
Mi_C01267;3-(Imidazol-4-yl)-2-oxopropyl phosphate;1;0;C6H9N2O5P
Mi_C01268;5-Amino-6-(5'-phosphoribosylamino)uracil;1;0;C9H15N4O9P
Mi_C01269;5-O-(1-Carboxyvinyl)-3-phosphoshikimate;1;0;C10H13O10P
Mi_C01300;6-(Hydroxymethyl)-7,8-dihydropterin;1;0;C7H9N5O2
Mi_C01302;1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate;1;0;C12H16NO9P
